,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_household_cost,Phone_minutes_10_years,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Will_vote_only_large_party_int,Financial_agenda_matters_int,Looking_at_poles_results_int,Married_int,Gender_int,Most_Important_Issue_0,Most_Important_Issue_1,Most_Important_Issue_2,Most_Important_Issue_3,Most_Important_Issue_4,Most_Important_Issue_5,Most_Important_Issue_6,Most_Important_Issue_7,Voting_Time_0,Voting_Time_1,Age_group_0,Age_group_1,Age_group_2,Main_transportation_0,Main_transportation_1,Main_transportation_2,Main_transportation_3,Occupation_0,Occupation_1,Occupation_2,Occupation_3,Occupation_4
8659,Blues,0.4,2.89728107301,2.46380263495,2.89779430381,0.0200696564666,0.984961753944,0.946587355109,0.2493755701,0.050279622199,0.356665186118,0.716200339375,-0.369338476925,0.8427737928,-3.49632395408,-3.66371136381,-0.13269599265,3.3128496629,0.488206733717,3.49904796499,0.8,-0.804090007539,-3.98907242557,0.721694114033,-3.05717747012,2.27623933058,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
8998,Purples,0.1,-0.792314836753,-0.606842420289,-0.791221041877,0.435634224889,0.683289637556,0.320144785801,0.597869525664,0.503981357208,0.094167756848,0.581511233002,-0.607658236891,0.388117361581,-1.41561952664,-1.18415062952,0.269517858505,0.117917426865,0.805489201099,-0.550491951507,0.9,0.000804894902441,-1.2141396658,1.44643212772,-0.456027347576,-0.628485664842,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
7049,Browns,0.9,-0.371098907873,-0.14387891511,-0.370071392027,0.699455844128,0.485331317177,0.673714005854,0.220490941778,0.490987388883,0.63927860558,0.667594714789,0.163309044149,0.942853039829,0.257356285594,0.308019809275,0.551560794857,-1.4716295049,0.321753428085,-0.426982888471,0.8,0.000804894902441,0.159810137945,-1.09015092019,-0.234260887904,0.339756000298,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1
9361,Yellows,0.2,-1.76026042996,-1.65161872881,-1.75901432723,1.148470236,0.849833686138,0.503486110829,0.552204655018,0.218590869103,0.735814355547,0.217385001015,-0.608229747107,0.407823876012,1.11450431725,1.43674355825,1.07926164172,-0.726323854938,0.956736845896,-0.503404119526,1.0,-0.804090007539,1.41138536459,1.08406312088,1.01123029546,2.27623933058,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
3361,Pinks,0.2,-0.646297113978,-0.585290879055,-0.645226295234,-0.373783078436,0.205694941338,0.6984270541,0.957896112697,0.341003741836,0.248817548389,0.950689825695,-0.326760965852,0.198711623205,-0.542475045849,-0.321566951133,-0.466412088456,-0.0335046097649,0.829249369679,-0.517565678119,0.6,2.41548960223,-0.0804776698107,-1.81488893388,0.796635411738,-0.628485664842,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
1828,Blues,0.4,2.00032739902,0.35758574589,2.00098176698,-1.5109837688,0.444837959018,0.0118988866452,0.117073987378,0.735072733369,0.519972297596,0.182540370384,-0.412773253322,0.105415685335,-0.237966560005,-1.41149128478,-1.17063938099,2.74249809535,0.467590695014,1.89815126006,0.7,2.41548960223,-1.8741872364,0.721694114033,-3.38394364013,0.339756000298,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
7176,Pinks,0.9,0.36261585397,1.27979768604,0.363527918573,2.26075140252,0.510325193638,0.0246246296447,0.087849117117,0.710618815152,0.665046632523,0.866152702132,0.374196313759,0.895558731398,2.2104547864,2.33287422102,2.64512565523,0.509203606656,0.92065758165,-0.00330336385777,0.7,0.000804894902441,1.90129279037,-0.727781913348,0.0355118645502,-0.628485664842,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
8300,Pinks,0.4,0.705932361295,1.8200951139,0.706790404473,2.33155836717,0.141236048657,0.914649712853,0.0936113556381,0.162109100027,0.479079170153,0.40213554306,0.960280040006,0.150707146619,1.8673405935,2.03446238772,2.75728489644,0.393121364811,0.384130398743,0.285940057919,0.6,-0.804090007539,1.59722794866,-1.09015092019,-0.0880513732804,-0.628485664842,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
1669,Blues,0.7,3.98122478992,6.64186422729,3.98156746036,2.30036807203,0.464547432028,0.508581261849,0.0515971702989,0.402111271396,0.165845660958,0.435656622751,0.82540362909,0.58968219161,1.46771767283,2.14617555006,2.70769497542,0.736458205195,0.523456099909,5.96210071492,1.0,-0.804090007539,2.07887050487,1.08406312088,1.6333584151,-0.628485664842,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
3290,Pinks,1.0,1.19444531831,0.527661558695,1.19522649316,-0.738423482323,0.104488063604,0.0753568909131,0.751553098438,0.919479698641,0.848868652247,0.741919960128,-0.762823260466,0.805194812594,-0.626808176873,-0.531575008504,-0.734180483357,0.284353634745,0.90541039058,0.797514734786,0.7,0.000804894902441,-0.285362805298,-1.45251992704,0.568801971595,-0.628485664842,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1
3913,Purples,1.0,-0.7930624099,-0.616805697383,-0.791968497392,0.348187742453,0.91510030278,0.290157733252,0.399454161525,0.502946854103,0.0126322342549,0.519457347924,0.607658236891,0.319809193257,-0.207758012564,-0.0517265054145,0.180606999384,-1.03169432061,0.60070341127,-0.550633524408,0.6,-0.804090007539,-0.0465579598332,0.359325107188,0.155126859174,0.339756000298,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
8431,Greys,0.6,-0.761862453675,-0.512724316398,-0.760773450532,1.00296016803,0.116789262742,0.627182521857,0.219132138416,0.226203678409,0.0375901684165,0.713867394021,-0.517931133019,0.19954640721,-0.417088240091,-0.233974651101,0.901674009547,-0.764098945535,0.798686336959,-0.544491161825,0.4,0.000804894902441,-0.406736453765,-1.09015092019,-0.446862150821,-0.628485664842,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
7430,Greens,0.3,0.102638604891,-0.183134461033,0.103591577349,-0.792005685694,0.62921490334,0.115526777692,0.471491526114,0.344587506028,0.853761843638,0.212721922435,-0.846263751965,0.967026886763,0.810227738147,0.853258666318,-0.770189969322,0.408300369131,0.0423659572843,-0.18373524494,0.6,-0.804090007539,1.15504921109,0.359325107188,1.39704016213,-0.628485664842,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1
4264,Oranges,1.0,-0.976240322666,-0.792880775504,-0.975117586808,0.261516074989,0.870208655018,0.191364981001,0.986398953712,0.570012075128,0.758594396291,0.798712375108,0.865123589084,0.181116111809,-0.802273693601,-0.844908585375,0.094731727457,-0.111403883313,0.854053243296,-0.57703189316,0.3,0.000804894902441,-0.996740948368,-1.81488893388,-0.941659132252,1.30799766544,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1
6991,Purples,0.8,0.12970729991,0.00813990169762,0.130656013063,-0.309721160726,0.318276742473,0.509223091416,0.387871476356,0.87100565969,0.617860068334,0.930263111135,0.873124732105,0.319034656277,-0.573094583933,-0.512334333782,-0.415278503675,-0.230929621683,0.660441278247,-0.166500293558,0.8,-0.804090007539,-0.411191258421,0.721694114033,0.104245197964,0.339756000298,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
74,Greys,0.2,0.90132802126,0.734706078042,0.902155318604,-0.0565894826567,0.651510020718,0.333676520269,0.623273663456,0.778424361255,0.910209047142,0.793048516847,-0.334476353765,0.640642995713,-0.430998251356,-0.465833318918,-0.201271989312,-0.466378833976,0.734114807332,0.476465074972,0.3,-0.804090007539,-0.500622230492,-1.81488893388,-0.384122639443,0.339756000298,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
5990,Greens,0.9,-0.360677720845,-0.486965157023,-0.35965184479,-0.867962642954,0.998007579707,0.444119962631,0.214105844963,0.957608616678,0.260738872457,0.441545963055,-0.392198885555,0.305373884039,0.843537257491,0.73774912207,-0.81977066424,0.232831987665,0.0306888124906,-0.422820201623,0.6,1.61059469978,0.951529262325,0.721694114033,0.912382199479,0.339756000298,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
2546,Greens,0.8,-1.05076523608,-0.904655149204,-1.04963077361,-1.02114039699,0.0154899817426,0.847478193231,0.98648752179,0.609520348022,0.514622385381,0.914852001471,-0.194456350907,0.583487112075,0.625638087756,0.667727350047,-0.914529179153,0.672200215399,0.145327573875,-0.583045574125,1.0,-0.804090007539,1.02392962344,1.44643212772,1.46416366827,-0.628485664842,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
3647,Blues,0.7,2.2439554377,1.15266928719,2.24457147037,-0.780585113065,0.439799288521,0.818113746587,0.738499408355,0.789162404835,0.744940762874,0.564294314943,0.980854407773,0.687024817802,0.545329668276,-0.0327998007078,-0.762586586103,0.362524413488,0.11996866134,2.29381156547,1.0,0.000804894902441,-0.21431411987,0.721694114033,-1.18464764612,0.339756000298,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
4753,Greys,1.0,-0.762998519737,-0.663867117218,-0.761909337833,-0.310825618498,0.800261867,0.754258807516,0.863883448532,0.39848479908,0.742248381954,0.252811069135,-0.712244606372,0.563466902589,0.231521768454,-0.0838382957825,-0.416170427829,-0.315306723057,0.965174364857,-0.544723225453,0.4,0.805699797343,-0.219725189131,-0.727781913348,-0.791936858508,-0.628485664842,0,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1
8381,Browns,0.9,-0.760893226579,-0.715159814501,-0.759804375946,-0.771976464103,0.949021481443,0.932291927747,0.619479372166,0.0103491588961,0.275659704348,0.852972193388,0.142448921274,0.27099826117,-0.776471476452,-1.07652628706,-0.555654997366,0.628171697908,0.276925256476,-0.544292676145,0.7,0.000804894902441,-1.12519327036,-1.09015092019,-1.02607065088,1.30799766544,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
7765,Purples,0.9,-0.151773912523,-0.153482896136,-0.150780907831,-0.132693856963,0.546630738536,0.529930196702,0.182364931563,0.536022446118,0.0334686271381,0.509200559463,-0.880268609801,0.828126389766,-0.871776292884,-0.63989137184,-0.267620046815,-0.135103046899,0.0193298815284,-0.3280991071,0.8,0.805699797343,-0.477502560305,-0.0030438996575,0.406302611817,1.30799766544,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1
3013,Oranges,0.4,-0.713090673901,-0.591966169355,-0.71200934508,-0.0422912083243,0.969475030666,0.0233143237419,0.0204688389786,0.508870943217,0.757396962028,0.679707587697,0.119588512645,0.430740781827,-0.752508107213,-0.649364451565,-0.188614173134,-0.31675917537,0.789547947701,-0.533929553945,0.5,0.805699797343,-0.513190819074,-0.727781913348,-0.0853250350372,0.339756000298,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
4983,Purples,0.8,-0.14435451369,-0.15409210312,-0.143362676453,-0.155639646612,0.079036739422,0.425899513531,0.757836067583,0.828491274966,0.593149939319,0.730370388832,-0.559365623661,0.29220988485,0.0716584874683,0.120835648826,-0.287285738182,-0.699962252547,0.343948438298,-0.324340024151,0.8,0.000804894902441,0.205008460487,1.44643212772,0.103139868922,-0.628485664842,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
5247,Greys,1.0,-0.11332164297,-0.0826451367098,-0.112334688807,0.00319617965798,0.156326987548,0.676214444684,0.607690408127,0.506063103909,0.896564391209,0.659401898738,0.728818402629,0.166689416626,-0.122623462563,-0.200327389092,-0.147940543401,-0.700403001591,0.618982399581,-0.425277289819,0.3,-0.804090007539,-0.267236889985,-0.727781913348,-0.38956024319,0.339756000298,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
5965,Greens,1.0,-1.10156486767,-0.927064443604,-1.10042241178,-0.73294376487,0.29204459372,0.515183776151,0.727406769758,0.177618588088,0.289327287814,0.484008102445,0.912558936991,0.447068201611,0.641708949689,0.693594828507,-0.82509655306,0.258411805321,0.406125493813,-0.585578020087,0.8,1.61059469978,0.975870396581,0.359325107188,1.26505120346,-0.628485664842,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
2206,Browns,0.1,-0.473951179347,-0.466297593777,-0.472907479524,-0.413181391088,0.876204801723,0.466107567772,0.912378249457,0.208171319682,0.495692230295,0.268088661833,0.917988284041,0.492379642325,-0.463172321002,-0.626248467643,-0.497252291874,-0.0541151152726,0.978387223557,-0.46519954437,0.6,0.000804894902441,-0.657248984879,-1.45251992704,-0.593071070676,0.339756000298,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
6697,Browns,0.1,-0.769020548089,-0.689279722554,-0.767930418608,-0.496598812792,0.0611309120432,0.752679755213,0.79925925401,0.000159703427926,0.0920300795697,0.907390425913,0.187883983426,0.324555345578,-0.466323465741,-0.669111294375,-0.561023792332,0.0600952727707,0.663961525075,-0.545942733787,0.6,-0.804090007539,-0.706260812637,-1.45251992704,-0.67633670542,-0.628485664842,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
9963,Oranges,0.1,-0.302312698367,-0.234298939061,-0.301296006145,0.032139062614,0.0761899312492,0.811024970142,0.874399044784,0.996194153093,0.55455651856,0.227533936966,0.0170024289184,0.41041027871,-0.706260786438,-0.465515783413,-0.121739707622,-0.377874198683,0.444133337354,-0.398518603865,0.5,0.000804894902441,-0.513190819074,-0.727781913348,0.411896955164,-0.628485664842,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
1885,Purples,0.2,0.113024770092,0.203391844229,0.113976108269,0.271980341737,0.833146521123,0.819290868938,0.620851166779,0.988892723108,0.880801972467,0.52015216276,0.227032433205,0.232204550644,-0.670953448469,-0.641840250086,0.104981062124,-0.417371831758,0.798978294479,-0.177164893849,0.7,-0.804090007539,-0.735640410709,-0.0030438996575,-0.584685119189,0.339756000298,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
9704,Greys,0.5,-0.672343597602,-0.47977733617,-0.671268680401,0.521451961046,0.943796556909,0.0530569269322,0.13848377415,0.666806021938,0.580917840824,0.111052430701,-0.16045149307,0.110354972538,-0.720277139725,-0.684209088279,0.358987431901,-0.335935244603,0.480613062624,-0.524208039987,0.4,0.000804894902441,-0.846639974749,-0.727781913348,-0.806172639263,2.27623933058,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
8645,Browns,0.4,-1.01375435749,-0.864420042987,-1.01262571873,-0.578451278781,0.501933069667,0.231754454086,0.452397436835,0.721068816492,0.225456584943,0.755043793004,0.525075010716,0.0760803613812,-0.281301551931,-0.56899012837,-0.62158396833,0.115325033137,0.877273545135,-0.580400721204,0.8,-1.60898490998,-0.636193801129,-0.727781913348,-0.806137526923,-0.628485664842,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
5859,Purples,0.3,-0.627838640664,-0.435503244499,-0.626770726392,0.524817591358,0.874550968409,0.938134058146,0.0250433343463,0.2467050259,0.960556569276,0.381763545098,0.867695385055,0.504967141431,-0.185779740427,0.035742621249,-0.0871397675267,-1.1231612746,0.127915659454,-0.512656240517,1.0,0.805699797343,0.0408442154189,2.17117014141,0.270337803529,0.339756000298,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
7124,Browns,0.5,-0.220981127091,-0.322062743647,-0.219977232528,-0.560213473287,0.587645142339,0.489112250274,0.786719736643,0.305350907613,0.401109613013,0.859120606212,0.153879125589,0.383144247811,-0.686360005885,-0.900998436593,-0.608263173712,0.294603193215,0.348406679695,-0.361858280954,1.0,-0.804090007539,-0.941052924051,-0.365412906503,-0.817772586769,-0.628485664842,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
5049,Browns,0.6,-0.861703098225,-0.776883849966,-0.86059838499,-0.757972077273,0.500569352298,0.334150482435,0.00533445132896,0.485164538492,0.239449258661,0.327471640194,0.417916845264,0.739871898899,-0.293299275707,-0.612031124238,-0.747417055089,0.286837605758,0.686376582598,-0.56246034657,0.9,1.61059469978,-0.651982015135,-0.365412906503,-0.779457039144,0.339756000298,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2027,Blues,0.6,2.2437519368,0.923741348422,2.2443680015,-1.0217635167,0.785668301163,0.823243388673,0.0365639331285,0.56891351915,0.351237117779,0.978628302226,-0.763966280897,0.182598803192,1.57962132745,0.0691007860341,-0.914900377546,2.87277389396,0.321090649115,2.29346888212,0.8,-0.804090007539,-0.68510443383,1.44643212772,-3.85818888104,-0.628485664842,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
7550,Pinks,0.5,-0.72962321532,-0.649458700043,-0.728539285075,-0.39758235012,0.371185096446,0.439383683959,0.442488808651,0.519125975436,0.91467076866,0.481498233974,0.660522931847,0.363221044885,-0.517896752354,-0.324739851259,-0.485096974138,-0.0537214353679,0.439960120246,-0.537640871029,0.8,-0.804090007539,-0.0963007271012,-1.09015092019,0.727107967444,-0.628485664842,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
6231,Purples,0.6,-0.27166619774,-0.294423360052,-0.270654327797,-0.311620856482,0.404395140009,0.450471812859,0.126601347234,0.0671528771054,0.495811754838,0.398487438448,0.63194742106,0.28755008243,-0.253887908581,-0.266628878809,-0.416812411128,-0.414642279742,0.652994309552,-0.385086915859,0.6,0.000804894902441,-0.202374942444,-0.365412906503,0.0413645143651,-0.628485664842,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
5187,Reds,1.0,0.774426307412,0.785606697686,0.775273572953,0.230612638116,0.179209726164,0.492784608621,0.782692121807,0.461125315633,0.835879811086,0.394426438259,-0.566795256465,0.967350577237,-0.408110554161,-0.255854195589,0.0646534517882,-0.79291817518,0.94018535316,0.350587581357,0.5,0.000804894902441,-0.134493327824,-0.0030438996575,0.104635438649,-0.628485664842,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
3840,Greens,0.8,-0.686884218497,-0.694515048362,-0.685807013304,-0.961027909768,0.688800472999,0.0359020440374,0.0999741754495,0.056033073226,0.733897119993,0.791272674687,0.364194884984,0.301378043136,0.641542948839,0.59174374635,-0.878175787709,0.395760237668,0.300896995002,-0.527770945609,0.7,1.61059469978,0.862840736466,0.721694114033,1.06970562898,-0.628485664842,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
4459,Reds,0.7,-0.143365082806,-0.12074208562,-0.142373401258,-0.0418121775249,0.562293048715,0.330718480516,0.250558973756,0.41570634977,0.786093706731,0.482009287691,0.15645092156,0.702434821986,0.0936253075887,0.152657427092,-0.188189047739,-0.8434446784,0.065848086495,-0.323836675545,0.5,0.000804894902441,0.212979796542,-0.727781913348,0.323330548162,0.339756000298,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1
6232,Browns,0.4,0.434358501666,0.0639766430217,0.435259277444,-0.698252146607,0.33939766814,0.919198563555,0.711150402902,0.26366408146,0.412491330877,0.281297534006,-0.830832976139,0.35413162224,-0.52506336176,-0.801373942281,-0.706622692118,0.345128780139,0.492111828644,0.052344863863,0.6,0.000804894902441,-0.839372741543,-1.81488893388,-0.826091628845,0.339756000298,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1
5175,Greens,0.3,0.293295377932,0.0547215540627,0.294218350227,-0.497651620743,0.350365145598,0.906076452928,0.793599423254,0.230868976098,0.692734040553,0.193761545699,-0.463351907415,0.685072784312,1.09123237346,1.20880288238,-0.561815403773,0.338102317426,0.104006256443,-0.0546663308919,1.0,-1.60898490998,1.49806206977,0.721694114033,1.6230493499,-0.628485664842,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1
2372,Greys,0.7,0.987590033299,0.873453061507,0.988403757171,0.0563474657047,0.0494943344966,0.951584723778,0.122920843307,0.640639150981,0.192355901003,0.498886168702,0.799685669381,0.289933105232,0.0187023495615,-0.208808268233,-0.0996331542404,-0.481874454671,0.913835531333,0.566556070467,0.4,-1.60898490998,-0.395303077676,-1.09015092019,-0.915141298836,-0.628485664842,0,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1
2965,Pinks,1.0,-0.121387955577,-0.292421493614,-0.120399732166,-0.681167558256,0.885567627382,0.858148678206,0.34689994622,0.380358125782,0.660531319678,0.598351629218,-0.983711958851,0.598349989159,-0.605185484665,-0.530966290257,-0.702021182767,0.202114335401,0.285653999308,-0.312532138675,0.7,0.000804894902441,-0.312648397589,-0.727781913348,0.462466189948,0.339756000298,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1
3586,Purples,0.6,0.369740182377,0.304768520036,0.370651125955,-0.0390752118982,0.547157311114,0.503486110829,0.821063088253,0.923385128379,0.353814645438,0.784459654009,0.527932561795,0.238195010228,-0.352360431971,-0.19144874696,-0.185758762189,-0.578659005394,0.0410161388572,0.00210943163801,0.9,-1.60898490998,-0.0802195569638,1.80880113457,0.407981207316,-0.628485664842,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
1417,Greens,0.9,-1.02569274899,-0.88395124511,-1.02456223171,-0.856305038775,0.10726215085,0.547328346409,0.499666118296,0.310753144091,0.512643758673,0.619989130879,-0.065009287041,0.16267791437,0.542601567721,0.60658709696,-0.812272843407,0.435527997783,0.679375455016,-0.581327519387,0.9,-0.804090007539,0.927617428517,1.80880113457,1.34989392965,-0.628485664842,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
2464,Oranges,0.3,0.106924900644,-0.0454555676365,0.107877198646,-0.412235151259,0.261716812849,0.586409799755,0.532566274749,0.242473122897,0.114503160352,0.224176989868,0.532504643521,0.392466928577,-0.385172700662,-0.47090559335,-0.496517013918,-0.206068600852,0.97834275011,-0.181030142649,0.5,1.61059469978,-0.439915147447,-0.0030438996575,-0.242855378214,-0.628485664842,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
6553,Browns,0.7,-0.413787080146,-0.447908408526,-0.412752847244,-0.532438755712,0.193524339236,0.518771077739,0.770073953317,0.163423529593,0.798932663165,0.848956948845,-0.938848406915,0.0728066854645,-0.403910835156,-0.706496872483,-0.587786316191,0.218607735503,0.380645379424,-0.443476513122,0.7,-0.804090007539,-0.804755124425,-1.09015092019,-0.986914672282,-0.628485664842,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1
5559,Whites,0.8,0.643053931567,0.951402513306,0.64392186877,0.794440371184,0.604438529583,0.0480807973072,0.283367434517,0.420813206816,0.717365211342,0.0873949076049,0.977711101586,0.716932145646,-0.745415149327,-0.525172727593,0.658181916211,-0.564828322459,0.416112872772,0.228625575253,1.0,-0.804090007539,-0.62881830685,-0.0030438996575,-0.349273831678,-0.628485664842,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
517,Purples,0.1,0.779174695081,0.556358744857,0.780021213455,0.0634882547296,0.230909251142,0.718856411753,0.673644474475,0.107856873889,0.399641714757,0.325528766727,-0.529647092442,0.483980980003,-0.157690738979,-0.0433256533116,-0.324980660181,-0.512158223831,0.41591950669,0.355154901358,0.6,-0.804090007539,0.0897014739485,-0.365412906503,0.103139868922,0.339756000298,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1
